Site Code,Site,AED Site,Year,mm,dd,area,num_cells,num_outputs,age_surface,age_bottom,salinity_surface,salinity_ bottom,temp_surface,temp_bottom,oxygen_surface,oxygen_bottom,nh4_surface,nh4_bottom,CHLA,sal_strat,sal_strat_area,lowoxygen_area,hypoxia_area,temp_surface_avg,temp_surface_max,sal_strat_history,lowoxygen_frequency,hypoxia_frequency,anoxia_frequency,cyano_hab_index_avg,dino_hab_index_avg,mag_hsi_avg,wqi_avg
HallettSH3GAU16_gill_193,SH3G,Harvey South,2016,06,02,231325.7656,7.0000,,38.8590,41.7744,29.3155,32.9273,13.7035,13.7885,5.9872,5.3243,0.0142,0.0039,0.9722,3.6118,0.0000,0.0000,0.0000,15.6115,20.0083,0.0000,14.1813,5.3388,1.1679,0.0000,0.0146,0.0000,0.6827,
LoneraganLon50OSSP80_S02_T_34,Lon50OS,Mandurah Channel,1980,10,22,100121.7188,28.0000,,39.5796,30.8621,23.2095,27.1205,19.5686,19.2182,7.8361,7.8335,0.0070,0.0072,2.8576,3.9110,21.3838,0.0000,0.0000,16.8009,22.3692,7.5897,0.0000,0.0000,0.0000,0.0378,0.1100,0.0000,0.8670,
LoneraganLon50OSSU79_S02_T_127,Lon50OS,Mandurah Channel,1979,12,10,100121.7188,28.0000,,23.7591,23.3832,35.7599,35.7696,20.2730,20.2701,7.1932,7.1704,0.0095,0.0101,1.3246,0.0097,0.0000,0.0000,0.0000,20.2703,27.0663,0.0000,0.0000,0.0000,0.0000,0.0000,0.0765,0.0000,0.9496,
LoneraganLon50OSSP80_S02_T_128,Lon50OS,Mandurah Channel,1980,11,12,100121.7188,28.0000,,10.2726,10.2239,33.1726,33.9001,20.1011,19.1405,7.0451,7.2173,0.0016,0.0013,6.7621,0.7274,0.0000,0.0000,0.0000,18.8394,22.9931,0.0000,0.0000,0.0000,0.0000,0.0000,0.0371,0.0000,0.7592,
LoneraganLon50OSW81_S02_T_129,Lon50OS,Mandurah Channel,1981,06,11,100121.7188,28.0000,,55.4915,67.7934,23.7995,32.4324,12.5484,11.2582,9.1505,8.5990,0.1013,0.0767,3.3804,8.6329,73.6397,0.0000,0.0000,14.2437,18.7441,0.6668,0.0000,0.0000,0.0000,0.0000,0.0106,0.0000,0.9467,
LoneraganLon50OSSP80_S02_T_130,Lon50OS,Mandurah Channel,1980,11,12,100121.7188,28.0000,,10.2726,10.2239,33.1726,33.9001,20.1011,19.1405,7.0451,7.2173,0.0016,0.0013,6.7621,0.7274,0.0000,0.0000,0.0000,18.8394,22.9931,0.0000,0.0000,0.0000,0.0000,0.0000,0.0371,0.0000,0.7592,
LoneraganLon50OSAU81_S02_T_131,Lon50OS,Mandurah Channel,1981,05,13,100121.7188,28.0000,,44.8838,56.2812,39.2925,40.4647,17.9856,17.8899,7.1718,7.0126,0.0146,0.0170,4.5956,1.1721,0.0000,0.0000,0.0000,17.9728,20.8070,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010,0.0000,0.9635,
LoneraganLon50OSW81_S02_T_132,Lon50OS,Mandurah Channel,1981,07,13,100121.7188,28.0000,,35.1269,26.2952,30.6835,32.8872,12.0150,12.5167,8.3020,7.9761,0.0222,0.0152,2.6253,2.2037,8.2057,0.0000,0.0000,11.5101,14.4239,0.5001,0.0000,0.0000,0.0000,0.0000,0.1287,0.0000,0.8687,
LoneraganLon50OSW80_S02_T_133,Lon50OS,Mandurah Channel,1980,06,16,100121.7188,28.0000,,20.8739,29.7705,36.2432,36.6023,14.5524,13.5846,7.8100,8.0323,0.0053,0.0068,1.7866,0.3591,0.0000,0.0000,0.0000,14.5106,18.4215,0.0000,0.0000,0.0000,0.0000,0.0000,0.0029,0.0000,0.9948,
LoneraganLon50OSSP79_S02_T_134,Lon50OS,Mandurah Channel,1979,09,16,100121.7188,28.0000,,39.7078,36.7577,27.2864,28.3292,13.4573,13.8328,8.4745,8.3343,0.0102,0.0099,4.9974,1.0428,1.2041,0.0000,0.0000,14.7844,19.8953,3.0034,0.0000,0.0000,0.0000,0.0105,0.1302,0.0000,0.8030,
LoneraganLon50OSSP80_S02_T_135,Lon50OS,Mandurah Channel,1980,09,16,100121.7188,28.0000,,29.3721,23.1548,20.2728,26.0494,14.2563,14.8054,8.9457,8.5006,0.0130,0.0078,1.5197,5.7766,37.3399,0.0000,0.0000,14.1554,17.4072,12.0101,0.0000,0.0000,0.0000,0.0633,0.0923,0.0000,0.8031,
LoneraganLon50OSAU80_S02_T_136,Lon50OS,Mandurah Channel,1980,03,24,100121.7188,28.0000,,34.5025,34.5568,39.4123,39.4145,21.3307,21.3368,6.7771,6.7724,0.0081,0.0081,0.3597,0.0022,0.0000,0.0000,0.0000,19.9438,24.3105,0.0000,0.0000,0.0000,0.0000,0.0000,0.0019,0.0000,1.0000,
LoneraganLon50OSW80_S02_T_137,Lon50OS,Mandurah Channel,1980,07,28,100121.7188,28.0000,,39.1569,26.0137,21.4288,28.1632,14.0913,15.3345,8.8711,8.1666,0.0382,0.0213,2.9916,6.7344,56.5998,0.0000,0.0000,11.9828,15.7272,2.5855,0.0000,0.0000,0.0000,0.0029,0.1290,0.0000,0.8456,
LoneraganLon50OSSU81_S02_T_138,Lon50OS,Mandurah Channel,1981,02,04,100121.7188,28.0000,,34.4520,34.7406,39.7248,39.7619,19.0268,19.0566,7.0519,7.0469,0.0147,0.0148,0.6891,0.0371,0.0000,0.0000,0.0000,21.4613,27.6850,0.0000,0.0000,0.0000,0.0000,0.0000,0.0012,0.0000,0.9980,
LoneraganLon50OSAU81_S02_T_139,Lon50OS,Mandurah Channel,1981,03,05,100121.7188,28.0000,,23.0072,24.4010,38.0386,38.2554,19.3492,19.0491,6.9225,6.9395,0.0157,0.0153,1.6296,0.2167,0.0000,0.0000,0.0000,19.8650,25.3325,0.0000,0.0000,0.0000,0.0000,0.0000,0.0002,0.0000,0.9936,
LoneraganLon50OSW79_S02_T_140,Lon50OS,Mandurah Channel,1979,08,05,100121.7188,28.0000,,50.0204,35.8099,29.4419,32.5672,12.7866,13.9038,8.6068,8.1888,0.0169,0.0096,4.1828,3.1253,14.1839,0.0000,0.0000,12.9370,15.4667,0.5840,0.0000,0.0000,0.0000,0.0000,0.0874,0.0000,0.8630,
LoneraganLon50OSSP79_S02_T_141,Lon50OS,Mandurah Channel,1979,11,06,100121.7188,28.0000,,45.6830,43.0031,31.3663,31.7711,14.9029,15.1092,8.0430,7.9967,0.0188,0.0183,1.7553,0.4048,0.3298,0.0000,0.0000,17.3652,22.0660,0.2503,0.0000,0.0000,0.0000,0.0000,0.0829,0.0000,0.9125,
LoneraganLon50OSSU81_S02_T_142,Lon50OS,Mandurah Channel,1981,01,06,100121.7188,28.0000,,45.4538,45.4825,38.7451,38.7868,21.8670,21.5414,6.8629,6.9005,0.0097,0.0090,0.4134,0.0417,0.0000,0.0000,0.0000,19.4908,25.2655,0.0000,0.0000,0.0000,0.0000,0.0000,0.0013,0.0000,0.9966,
LoneraganLon50OSSU80_S02_T_143,Lon50OS,Mandurah Channel,1980,02,06,100121.7188,28.0000,,62.3806,62.8054,40.0786,40.1007,21.9832,21.9747,6.6220,6.6201,0.0188,0.0186,5.9832,0.0221,0.0000,0.0000,0.0000,22.3125,28.2603,0.0000,0.0000,0.0000,0.0000,0.0000,0.0039,0.0000,0.9781,
LoneraganLon50OSAU80_S02_T_144,Lon50OS,Mandurah Channel,1980,05,06,100121.7188,28.0000,,24.9436,27.1188,37.1829,37.4978,16.4324,15.9179,7.7066,7.8441,0.0038,0.0041,0.7476,0.3150,0.0000,0.0000,0.0000,18.3526,22.3124,0.0000,0.0000,0.0000,0.0000,0.0000,0.0012,0.0000,1.0000,
LoneraganLon50OSAU81_S02_T_145,Lon50OS,Mandurah Channel,1981,04,08,100121.7188,28.0000,,49.8655,59.2020,40.5634,41.9526,19.0475,19.1811,6.9655,6.6527,0.0150,0.0209,12.9433,1.3893,1.4150,0.0000,0.0000,20.1451,24.3828,0.0000,0.0000,0.0000,0.0000,0.0000,0.0009,0.0000,0.9598,
LoneraganLon50OSW80_S02_T_146,Lon50OS,Mandurah Channel,1980,06,25,100121.7188,28.0000,,55.3988,53.5784,35.1233,35.4421,11.8061,11.6753,8.3335,8.2631,0.0204,0.0220,3.6477,0.3188,0.0000,0.0000,0.0000,14.0295,18.4215,0.0000,0.0000,0.0000,0.0000,0.0000,0.0050,0.0000,0.9915,
LoneraganLon26OSSP80_S01_F/S_74,Lon26OS,Peel Estuary 2,1980,11,11,191886.3594,26.0000,,9.5267,9.4238,31.0311,32.3211,19.1120,18.4182,5.7086,4.4755,0.0019,0.0012,5.7846,1.2899,0.0000,28.7538,3.4649,19.4065,22.0163,0.0000,2.5837,1.0835,0.0833,0.0000,0.0511,0.0251,0.6574,
LoneraganLon26OSSU81_S01_F/S_75,Lon26OS,Peel Estuary 2,1981,01,11,191886.3594,26.0000,,50.4344,52.5331,38.7323,39.0512,24.6596,23.0839,6.3589,6.0731,0.0084,0.0082,0.5482,0.3189,0.0000,0.0000,0.0000,21.6883,28.3022,0.0000,0.0000,0.0000,0.0000,0.0000,0.0012,0.0145,0.9825,
LoneraganLon26OSSP80_S02_T_76,Lon26OS,Peel Estuary 2,1980,09,23,191886.3594,26.0000,,46.1486,44.0319,10.3281,11.3500,14.9111,14.3554,9.1647,9.0346,0.0175,0.0171,2.0920,1.0219,0.0000,0.0000,0.0000,14.6722,20.2385,2.8357,0.0000,0.0000,0.0000,0.0942,0.0705,0.0057,0.7719,
LoneraganLon26OSAU81_S01_F/S_77,Lon26OS,Peel Estuary 2,1981,03,03,191886.3594,26.0000,,83.7609,84.0988,45.8836,45.9199,19.6447,19.2483,6.8256,6.8656,0.0099,0.0072,6.1325,0.0364,0.0000,0.0000,0.0000,21.2858,26.5266,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0599,0.9593,
LoneraganLon26OSW80_S01_F/S_78,Lon26OS,Peel Estuary 2,1980,08,04,191886.3594,26.0000,,34.4322,45.5181,10.4907,13.2284,12.2068,12.5443,9.5241,9.1533,0.0768,0.0584,3.1196,2.7377,0.0000,0.0000,0.0000,11.9916,15.0615,14.9293,0.0000,0.0000,0.0000,0.1068,0.2060,0.0068,0.7651,
LoneraganLon26OSAU81_S01_F/S_79,Lon26OS,Peel Estuary 2,1981,05,07,191886.3594,26.0000,,86.4067,93.0850,43.7445,44.4940,16.3717,15.6283,7.1413,7.0324,0.0087,0.0059,5.8323,0.7495,0.0000,0.0000,0.0000,18.6415,22.0440,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0124,0.7954,
LoneraganLon26OSW81_S01_F/S_80,Lon26OS,Peel Estuary 2,1981,07,09,191886.3594,26.0000,,75.3048,95.9616,20.7873,26.7097,11.0110,10.6044,9.1157,7.3543,0.0697,0.0578,3.2974,5.9224,46.5831,0.0000,0.0000,10.9350,14.1341,18.2524,0.0000,0.0000,0.0000,0.0003,0.2534,0.0110,0.7907,
WilliamsWill3104AU13_gill_17,Will3104,Murray River 2,2013,05,02,30488.4668,30.0000,,45.8071,54.8462,15.5951,21.1670,20.9868,21.6490,5.2793,3.0136,0.0017,0.0102,10.9024,5.5718,56.9988,85.5443,4.0122,22.7871,26.7690,24.6071,27.3597,1.9185,0.0000,0.3137,0.1501,-0.0000,0.5484,
WilliamsWill3104AU14_gill_18,Will3104,Murray River 2,2014,05,19,30488.4668,30.0000,,34.9532,41.9919,9.0254,12.8248,18.6096,18.7425,7.8386,5.9733,0.0023,0.0022,8.5204,3.7994,0.0000,0.0000,0.0000,18.8099,22.7645,7.4191,3.2511,0.0000,0.0000,0.3020,0.0646,0.0000,0.7008,
WilliamsWill3104SP13_gill_19,Will3104,Murray River 2,2013,10,24,30488.4668,30.0000,,2.1816,2.2772,2.1755,2.1617,19.4916,18.3690,7.9416,7.5914,0.0252,0.0254,2.4463,-0.0138,0.0000,0.0000,0.0000,17.7861,21.6497,0.0000,0.0000,0.0000,0.0000,0.0044,0.0296,-0.0000,0.8815,
WilliamsWill3104SU14_gill_20,Will3104,Murray River 2,2014,02,11,30488.4668,30.0000,,47.3437,51.0929,12.2571,14.5335,24.5984,25.0801,6.5191,4.8992,0.0018,0.0126,13.0157,2.2764,0.0000,9.9131,0.0000,26.4024,31.6272,0.0834,6.1726,0.0000,0.0000,0.1444,0.0548,0.0000,0.7138,
WilliamsWill3104W13_gill_21,Will3104,Murray River 2,2013,07,30,30488.4668,30.0000,,0.7664,0.7684,2.1531,2.1525,13.4823,13.4685,9.1509,9.1475,0.0402,0.0402,2.4554,-0.0006,0.0000,0.0000,0.0000,12.5453,15.5134,0.0000,0.0000,0.0000,0.0000,0.0139,0.0374,0.0000,0.8989,
WilliamsWill3105AU13_gill_22,Will3105,Murray River 3,2013,05,02,49156.1094,62.0000,,53.7270,59.1902,20.7177,25.0303,21.0028,21.2437,4.7958,3.2680,0.0015,0.0055,10.3328,4.3126,33.7771,91.5345,0.0000,22.7771,26.6306,18.0174,25.8583,0.0000,0.0000,0.0753,0.1902,0.0000,0.5638,
WilliamsWill3105AU14_gill_23,Will3105,Murray River 3,2014,05,19,49156.1094,62.0000,,43.7492,48.2788,14.1926,17.5119,18.7090,18.8831,7.2793,5.6359,0.0010,0.0103,7.4033,3.3194,5.9100,4.9800,1.4831,18.7255,22.2971,3.5011,1.0003,0.0000,0.0000,0.2587,0.1018,0.0000,0.6813,
WilliamsWill3105SP13_gill_24,Will3105,Murray River 3,2013,10,24,49156.1094,62.0000,,3.0812,3.1507,2.1703,2.1695,19.5001,18.9062,7.7976,7.6035,0.0232,0.0232,2.2650,-0.0008,0.0000,0.6180,0.0000,17.8973,21.1190,0.0000,0.0000,0.0000,0.0000,0.0049,0.0329,0.0000,0.8805,
WilliamsWill3105SU14_gill_25,Will3105,Murray River 3,2014,02,11,49156.1094,62.0000,,52.2799,54.8498,15.9020,18.7422,24.1977,24.8406,6.6712,5.3666,0.0010,0.0046,11.9746,2.8403,0.0000,3.1883,0.0000,26.2918,31.3731,0.1668,0.6673,0.0000,0.0000,0.2017,0.0757,0.0000,0.7480,
WilliamsWill3105W13_gill_26,Will3105,Murray River 3,2013,07,30,49156.1094,62.0000,,1.0539,1.0585,2.0713,2.0702,13.6594,13.6206,9.0095,9.0021,0.0443,0.0443,2.3963,-0.0011,0.0000,0.0000,0.0000,12.5534,15.1432,12.0116,0.0000,0.0000,0.0000,0.0841,0.0719,0.0000,0.8521,
YoungMC2SU-96_102.5m_3,Mandurah_Channel,Mandurah Channel,1996,01,17,2300968.5000,1111.0000,,30.7798,34.3557,39.4139,39.8345,21.1540,20.2733,6.9658,7.0006,0.0095,0.0086,1.2340,0.4207,0.0000,0.0000,0.0000,22.5849,29.0157,0.0000,0.0000,0.0000,0.0000,0.0000,0.0009,0.0000,0.9999,
YoungMC2AU-96_102.5m_18,Mandurah_Channel,Mandurah Channel,1996,04,22,2300968.5000,1111.0000,,34.3109,38.0486,39.1426,39.6277,17.5279,16.9719,7.2434,7.1827,0.0160,0.0172,2.0066,0.4852,0.0000,0.0000,0.0000,19.0739,22.2085,0.0000,0.0000,0.0000,0.0000,0.0000,0.0002,0.0000,0.9932,
YoungMC2W-96_102.5m_33,Mandurah_Channel,Mandurah Channel,1996,07,25,2300968.5000,1111.0000,,22.7870,23.1685,16.4519,19.6438,11.5380,11.8694,9.6948,9.3611,0.0967,0.0849,1.5691,3.1919,12.7855,0.0000,0.0000,12.0392,13.5947,1.0846,0.0000,0.0000,0.0000,0.0106,0.1924,0.0000,0.8582,
YoungMC2SP-96_102.5m_48,Mandurah_Channel,Mandurah Channel,1996,10,15,2300968.5000,1111.0000,,27.3733,20.2663,15.0764,22.1816,17.6994,17.2503,8.4570,8.0683,0.0729,0.0487,2.4188,7.1052,39.0357,0.0000,0.0000,16.0319,21.4498,11.2634,0.0000,0.0000,0.0000,0.1469,0.1356,0.0000,0.8251,
YoungMC2SU-97_102.5m_63,Mandurah_Channel,Mandurah Channel,1997,01,13,2300968.5000,1111.0000,,31.1551,31.1432,38.4986,38.4964,24.6690,24.6448,6.4752,6.4749,0.0115,0.0114,3.2539,-0.0022,0.0000,0.0000,0.0000,22.2490,27.0488,0.0000,0.0000,0.0000,0.0000,0.0000,0.0088,0.0000,0.9996,
YoungMC2AU-97_102.5m_78,Mandurah_Channel,Mandurah Channel,1997,04,08,2300968.5000,1111.0000,,21.2727,21.2825,35.8090,35.8075,19.3791,18.8392,7.2590,7.2441,0.0040,0.0036,0.5064,-0.0015,0.0000,0.0000,0.0000,20.0542,24.5805,0.0000,0.0000,0.0000,0.0000,0.0000,0.0358,0.0000,0.9676,
YoungMC2W-97_102.5m_93,Mandurah_Channel,Mandurah Channel,1997,07,30,2300968.5000,1111.0000,,40.7309,38.7858,25.2298,27.1355,13.9086,13.2090,8.6888,8.3990,0.0134,0.0114,1.3595,1.9057,7.9759,0.0000,0.0000,11.9951,15.6632,0.0000,0.0000,0.0000,0.0000,0.0000,0.1109,0.0000,0.9460,
YoungMC2SP-97_102.5m_108,Mandurah_Channel,Mandurah Channel,1997,10,13,2300968.5000,1111.0000,,33.8790,32.5671,25.1209,26.3209,18.3544,17.3880,8.0555,7.9591,0.0071,0.0058,1.8052,1.2000,0.0000,0.0000,0.0000,17.6737,21.3855,4.6722,0.0000,0.0000,0.0000,0.0153,0.1365,0.0000,0.9113,
VealeMC2SU-9_102.5m_123,Mandurah_Channel,Mandurah Channel,2009,01,14,2300968.5000,1111.0000,,30.2038,33.2485,38.9097,39.1737,22.3216,22.3172,6.4803,6.4362,0.0140,0.0136,11.4429,0.2639,0.0000,0.0000,0.0000,22.7048,26.8215,0.0000,0.0000,0.0000,0.0000,0.0000,0.0006,0.0000,0.9650,
VealeMC2AU-9_102.5m_143,Mandurah_Channel,Mandurah Channel,2009,04,07,2300968.5000,1111.0000,,19.9082,19.8669,35.5351,35.5377,18.1631,17.0325,7.2138,7.1573,0.0020,0.0019,2.1664,0.0027,0.0000,0.0000,0.0000,18.9910,23.4571,0.0000,0.0000,0.0000,0.0000,0.0000,0.0284,0.0000,0.8128,
VealeMC2W-8_102.5m_163,Mandurah_Channel,Mandurah Channel,2008,07,11,2300968.5000,1111.0000,,39.9355,37.4300,32.3271,32.7831,12.5886,12.5342,8.5519,8.3745,0.0142,0.0128,2.8906,0.4560,0.0000,0.0000,0.0000,12.5035,14.4445,0.0000,0.0000,0.0000,0.0000,0.0000,0.0623,0.0000,0.9802,
VealeMC2SP-8_102.5m_178,Mandurah_Channel,Mandurah Channel,2008,10,14,2300968.5000,1111.0000,,35.6972,32.7489,30.9110,31.5858,16.8540,16.3371,7.8527,7.8034,0.0055,0.0040,1.7437,0.6748,0.1680,0.0000,0.0000,16.0888,20.0563,0.0000,0.0000,0.0000,0.0000,0.0000,0.0638,0.0000,0.9990,
VealeMC2SU-10_102.5m_198,Mandurah_Channel,Mandurah Channel,2010,01,15,2300968.5000,1111.0000,,31.3257,33.0492,39.1355,39.2875,24.3029,22.7211,6.4378,6.2854,0.0441,0.0404,6.0810,0.0951,0.0000,0.1025,0.0000,22.8739,29.4813,0.0000,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000,0.9838,
VealeMC2AU-10_102.5m_218,Mandurah_Channel,Mandurah Channel,2010,04,15,2300968.5000,1111.0000,,27.9130,28.9231,37.1602,37.2577,18.4004,18.3654,7.3846,7.3851,0.0144,0.0154,20.6348,0.0679,0.0000,0.0000,0.0000,21.0970,25.0702,0.0000,0.0000,0.0000,0.0000,0.0000,0.0005,0.0000,0.6442,
VealeMC2W-9_102.5m_238,Mandurah_Channel,Mandurah Channel,2009,07,09,2300968.5000,1111.0000,,33.4155,31.6382,29.2950,30.7574,12.5685,12.6479,8.6230,8.3359,0.0054,0.0045,0.4840,0.7503,0.0000,0.0000,0.0000,12.4826,15.6044,0.0000,0.0000,0.0000,0.0000,0.0000,0.0203,0.0000,0.9998,
VealeMC2SP-9_102.5m_258,Mandurah_Channel,Mandurah Channel,2009,10,13,2300968.5000,1111.0000,,36.7001,32.4466,20.9294,23.7063,16.3598,16.7566,8.0442,7.7638,0.0030,0.0031,0.6787,1.4076,10.1454,0.0895,0.0895,15.4299,22.3443,3.8350,0.0000,0.0000,0.0000,0.0301,0.0638,0.0000,0.9210,
YoungMC2SU296_21m_647,Mandurah_Channel,Mandurah Channel,1996,02,16,2300968.5000,1111.0000,,32.3174,33.5229,40.1686,40.4099,25.7699,24.9884,6.3418,6.3112,0.0150,0.0145,7.4984,0.2414,0.0000,0.0000,0.0000,24.2067,28.2228,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9924,
YoungMC2AU296_21m_662,Mandurah_Channel,Mandurah Channel,1996,05,22,2300968.5000,1111.0000,,23.3711,36.8993,37.3330,38.3906,15.8348,14.1283,7.5105,7.4079,0.0103,0.0184,1.9255,1.0576,0.0000,0.0000,0.0000,16.2570,19.1212,0.0000,0.0000,0.0000,0.0000,0.0000,0.0005,0.0000,0.9976,
YoungMC2W296_21m_677,Mandurah_Channel,Mandurah Channel,1996,08,29,2300968.5000,1111.0000,,23.4215,20.9946,7.2350,11.6777,14.1198,13.8549,9.7165,9.2410,0.0786,0.0663,1.6287,4.4428,14.1867,0.0000,0.0000,12.5226,15.1813,8.0930,0.0000,0.0000,0.0000,0.0621,0.0619,0.0000,0.7430,
YoungMC2SP296_21m_692,Mandurah_Channel,Mandurah Channel,1996,11,12,2300968.5000,1111.0000,,28.8517,21.6301,28.5841,31.4942,22.7092,19.7181,7.2128,7.3404,0.0092,0.0046,0.9046,2.9101,9.8277,0.0000,0.0000,19.1407,25.9203,5.8403,0.0000,0.0000,0.0000,0.0153,0.0984,0.0000,0.9392,
YoungMC2SU297_21m_707,Mandurah_Channel,Mandurah Channel,1997,02,11,2300968.5000,1111.0000,,34.5624,34.9479,40.5154,40.5932,21.7485,20.7804,6.8586,6.9229,0.0093,0.0088,9.9975,0.0778,0.0000,0.0000,0.0000,23.7683,28.1629,0.0000,0.0000,0.0000,0.0000,0.0000,0.0002,0.0000,0.9634,
YoungMC2AU297_21m_722,Mandurah_Channel,Mandurah Channel,1997,05,05,2300968.5000,1111.0000,,32.3116,32.5228,37.1018,37.1478,15.6375,14.9400,7.6777,7.6736,0.0091,0.0083,1.3206,0.0461,0.0000,0.0000,0.0000,18.3042,21.9388,0.0000,0.0000,0.0000,0.0000,0.0000,0.0095,0.0000,1.0000,
YoungMC2W297_21m_737,Mandurah_Channel,Mandurah Channel,1997,07,28,2300968.5000,1111.0000,,40.6014,38.5272,26.3472,27.6127,12.6619,12.6645,8.8167,8.6161,0.0130,0.0114,1.2765,1.2655,0.8969,0.0000,0.0000,11.9581,14.3875,0.0000,0.0000,0.0000,0.0000,0.0000,0.1103,0.0000,0.9522,
YoungMC2SP297_21m_752,Mandurah_Channel,Mandurah Channel,1997,11,11,2300968.5000,1111.0000,,32.7968,30.6252,33.6272,33.8403,20.8263,19.9872,7.2575,7.2762,0.0057,0.0049,0.7348,0.2131,0.0000,0.0000,0.0000,19.2390,24.2563,0.0000,0.0000,0.0000,0.0000,0.0000,0.0689,0.0000,0.9949,
VealeMC2W22008_21m_767,Mandurah_Channel,Mandurah Channel,2008,07,11,2300968.5000,1111.0000,,39.9355,37.4300,32.3271,32.7831,12.5886,12.5342,8.5519,8.3745,0.0142,0.0128,2.8906,0.4560,0.0000,0.0000,0.0000,12.5035,14.4445,0.0000,0.0000,0.0000,0.0000,0.0000,0.0623,0.0000,0.9802,
VealeMC2SP22008_21m_786,Mandurah_Channel,Mandurah Channel,2008,10,14,2300968.5000,1111.0000,,35.6972,32.7489,30.9110,31.5858,16.8540,16.3371,7.8527,7.8034,0.0055,0.0040,1.7437,0.6748,0.1680,0.0000,0.0000,16.0888,20.0563,0.0000,0.0000,0.0000,0.0000,0.0000,0.0638,0.0000,0.9990,
VealeMC2SU22009_21m_806,Mandurah_Channel,Mandurah Channel,2009,01,14,2300968.5000,1111.0000,,30.2038,33.2485,38.9097,39.1737,22.3216,22.3172,6.4803,6.4362,0.0140,0.0136,11.4429,0.2639,0.0000,0.0000,0.0000,22.7048,26.8215,0.0000,0.0000,0.0000,0.0000,0.0000,0.0006,0.0000,0.9650,
VealeMC2AU22009_21m_826,Mandurah_Channel,Mandurah Channel,2009,04,07,2300968.5000,1111.0000,,19.9082,19.8669,35.5351,35.5377,18.1631,17.0325,7.2138,7.1573,0.0020,0.0019,2.1664,0.0027,0.0000,0.0000,0.0000,18.9910,23.4571,0.0000,0.0000,0.0000,0.0000,0.0000,0.0284,0.0000,0.8128,
VealeMC2W22009_21m_846,Mandurah_Channel,Mandurah Channel,2009,07,09,2300968.5000,1111.0000,,33.4155,31.6382,29.2950,30.7574,12.5685,12.6479,8.6230,8.3359,0.0054,0.0045,0.4840,0.7503,0.0000,0.0000,0.0000,12.4826,15.6044,0.0000,0.0000,0.0000,0.0000,0.0000,0.0203,0.0000,0.9998,
VealeMC2SP22009_21m_866,Mandurah_Channel,Mandurah Channel,2009,10,12,2300968.5000,1111.0000,,33.9535,28.1697,22.6269,25.8075,17.4752,17.5503,7.9098,7.6543,0.0027,0.0026,0.7209,1.6095,16.7325,0.0895,0.0895,15.3221,22.3443,3.8350,0.0000,0.0000,0.0000,0.0303,0.0633,0.0000,0.9206,
VealeMC2SU22010_21m_886,Mandurah_Channel,Mandurah Channel,2010,01,15,2300968.5000,1111.0000,,31.3257,33.0492,39.1355,39.2875,24.3029,22.7211,6.4378,6.2854,0.0441,0.0404,6.0810,0.0951,0.0000,0.1025,0.0000,22.8739,29.4813,0.0000,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000,0.9838,
VealeMC2AU22010_21m_906,Mandurah_Channel,Mandurah Channel,2010,04,15,2300968.5000,1111.0000,,27.9130,28.9231,37.1602,37.2577,18.4004,18.3654,7.3846,7.3851,0.0144,0.0154,20.6348,0.0679,0.0000,0.0000,0.0000,21.0970,25.0702,0.0000,0.0000,0.0000,0.0000,0.0000,0.0005,0.0000,0.6442,
HallettMC2AU-16_21m_1484,Mandurah_Channel,Mandurah Channel,2016,06,01,2300968.5000,1111.0000,,32.9896,33.6603,33.7457,33.9083,14.4418,13.5072,7.2617,7.3276,0.0028,0.0028,0.5314,0.1626,0.0000,0.0000,0.0000,16.0347,19.6002,0.0000,0.0000,0.0000,0.0000,0.0000,0.0194,0.0000,0.9718,
HallettMC2SP-16_21m_1485,Mandurah_Channel,Mandurah Channel,2016,10,31,2300968.5000,1111.0000,,42.3862,37.5981,30.6326,31.4921,18.2706,17.6462,8.0473,7.8010,0.0102,0.0085,9.6597,0.8595,0.0000,0.0895,0.0000,18.1594,22.3775,0.0000,0.0000,0.0000,0.0000,0.0000,0.0509,0.0000,0.9587,
HallettMC2SU-17_21m_1486,Mandurah_Channel,Mandurah Channel,2017,02,15,2300966.8901,1111.0000,,35.3923,37.0420,34.0891,36.9066,25.7985,25.5118,6.6141,6.8199,0.1013,0.0730,37.0982,2.8176,13.8545,2.1074,1.0591,27.1539,33.0012,0.0000,0.0000,0.0000,0.0000,0.0000,0.0041,0.0000,0.7526,
HallettMC2W-16_21m_1487,Mandurah_Channel,Mandurah Channel,2016,07,27,2300968.5000,1111.0000,,48.2419,49.6609,29.5502,30.3458,12.4641,11.3093,8.0957,7.9812,0.0093,0.0068,0.4595,0.7956,0.0000,0.0895,0.0000,12.0275,14.2607,0.0000,0.0000,0.0000,0.0000,0.0000,0.0444,0.0000,0.9941,
